index,class_representation,visual_fidelity,structural_integrity,diversity,beneficial_variations,explanation,filename,class_name,real_filename
6,0.8,0.8,0.7,0.7,0.8,The image has a clear representation of a cat with good visual quality and structural integrity. It introduces beneficial variations in context and pose.,aug-30-5.png,cat,2010_005513.jpg
7,0.7,0.7,0.6,0.8,0.7,"The image maintains the core features of a cat with decent visual quality. The structure is slightly distorted, but it introduces beneficial variations.",aug-30-6.png,cat,2010_005513.jpg
8,0.8,0.8,0.7,0.8,0.8,The image has a clear representation of a cat with good visual quality and structural integrity. It introduces beneficial variations in pose and lighting.,aug-30-7.png,cat,2010_005513.jpg
9,0.8,0.8,0.7,0.8,0.8,The image maintains the core features of a cat with good visual quality and structural integrity. It introduces beneficial variations in context and pose.,aug-30-8.png,cat,2010_005513.jpg
10,0.8,0.7,0.7,0.8,0.8,The image has a clear representation of a cat with good visual quality and structural integrity. It introduces beneficial variations in context and pose.,aug-30-9.png,cat,2010_005513.jpg
1,0.9,0.8,0.9,0.7,0.8,"The image maintains the core features of a cat and is distinguishable. The visual quality is good, though slightly less natural than the reference. The structure is well-preserved, and there is beneficial variation in the pattern and background.",aug-29-0.png,cat,2011_000973.jpg
2,0.7,0.5,0.6,0.8,0.7,"The image is somewhat blurry and less clear, which affects visual fidelity and structural integrity. However, it introduces significant diversity and beneficial variations in pose and background.",aug-29-1.png,cat,2011_000973.jpg
3,0.9,0.9,0.9,0.5,0.6,"This image closely resembles the reference in terms of class representation, visual fidelity, and structural integrity. However, it lacks significant diversity and beneficial variations.",aug-29-2.png,cat,2011_000973.jpg
4,0.8,0.7,0.8,0.7,0.7,"The image maintains the core features of a cat but has some visual artifacts. The structure is mostly intact, and there is a good level of diversity and beneficial variations.",aug-29-3.png,cat,2011_000973.jpg
5,0.7,0.6,0.7,0.8,0.7,"The image is slightly blurry and less clear, affecting visual fidelity and structural integrity. However, it introduces significant diversity and beneficial variations in pose and background.",aug-29-4.png,cat,2011_000973.jpg
6,0.6,0.5,0.6,0.8,0.7,"The image is blurry and less clear, affecting visual fidelity and structural integrity. However, it introduces significant diversity and beneficial variations in pose and background.",aug-29-5.png,cat,2011_000973.jpg
7,0.6,0.4,0.5,0.8,0.7,"The image is blurry and less clear, affecting visual fidelity and structural integrity. However, it introduces significant diversity and beneficial variations in pose and background.",aug-29-6.png,cat,2011_000973.jpg
8,0.7,0.5,0.6,0.8,0.7,"The image is blurry and less clear, affecting visual fidelity and structural integrity. However, it introduces significant diversity and beneficial variations in pose and background.",aug-29-7.png,cat,2011_000973.jpg
9,0.9,0.8,0.9,0.5,0.6,"This image closely resembles the reference in terms of class representation, visual fidelity, and structural integrity. However, it lacks significant diversity and beneficial variations.",aug-29-8.png,cat,2011_000973.jpg
10,0.9,0.8,0.9,0.5,0.6,"This image closely resembles the reference in terms of class representation, visual fidelity, and structural integrity. However, it lacks significant diversity and beneficial variations.",aug-29-9.png,cat,2011_000973.jpg
1,0.8,0.7,0.8,0.9,0.8,"The image maintains the core features of chairs but introduces a more ornate and historical style. The visual fidelity is good, though the context is quite different from the reference.",aug-35-0.png,chair,2007_008948.jpg
2,0.9,0.8,0.9,0.9,0.9,"The chairs are clearly distinguishable and maintain their core features. The visual quality is high, and the image introduces significant diversity with a different style and color scheme.",aug-35-1.png,chair,2007_008948.jpg
3,0.8,0.7,0.8,0.8,0.8,"The chairs are recognizable and maintain their key features. The visual fidelity is good, though the context and style are quite different from the reference.",aug-35-2.png,chair,2007_008948.jpg
4,0.7,0.6,0.7,0.8,0.7,"The image maintains the core features of chairs but introduces a more ornate and historical style. The visual fidelity is decent, though the context is quite different from the reference.",aug-35-3.png,chair,2007_008948.jpg
5,0.8,0.7,0.8,0.8,0.8,"The chairs are clearly distinguishable and maintain their core features. The visual quality is good, and the image introduces significant diversity with a different style and color scheme.",aug-35-4.png,chair,2007_008948.jpg
6,0.7,0.6,0.7,0.8,0.7,"The image maintains the core features of chairs but introduces a more ornate and historical style. The visual fidelity is decent, though the context is quite different from the reference.",aug-35-5.png,chair,2007_008948.jpg
7,0.8,0.7,0.8,0.8,0.8,"The chairs are clearly distinguishable and maintain their core features. The visual quality is good, and the image introduces significant diversity with a different style and color scheme.",aug-35-6.png,chair,2007_008948.jpg
8,0.9,0.8,0.9,0.9,0.9,"The chairs are clearly distinguishable and maintain their core features. The visual quality is high, and the image introduces significant diversity with a different style and color scheme.",aug-35-7.png,chair,2007_008948.jpg
9,0.8,0.7,0.8,0.8,0.8,"The chairs are recognizable and maintain their key features. The visual fidelity is good, though the context and style are quite different from the reference.",aug-35-8.png,chair,2007_008948.jpg
10,0.9,0.9,0.9,0.5,0.5,"The image is very similar to the reference, maintaining high visual fidelity and structural integrity. However, it lacks diversity and beneficial variations.",aug-35-9.png,chair,2007_008948.jpg
1,0.8,0.7,0.8,0.9,0.8,"The image maintains the core features of a chair but has a more ornate design. The visual quality is good, and the structure is intact. The diversity and beneficial variations are high due to the unique design and context.",aug-33-0.png,chair,2009_000028.jpg
2,1.0,0.9,1.0,0.2,0.3,"The image closely resembles the reference image with minor changes in color and slight variations in the environment. The visual fidelity and structural integrity are high, but the diversity and beneficial variations are low.",aug-33-1.png,chair,2009_000028.jpg
3,0.7,0.6,0.7,0.8,0.7,"The image features chairs with a different design and background. The visual quality is decent, and the structure is mostly intact. The diversity and beneficial variations are good due to the different design and context.",aug-33-2.png,chair,2009_000028.jpg
4,0.9,0.8,0.9,0.7,0.8,The image shows a different type of chair in a more elaborate setting. The visual quality and structural integrity are high. The diversity and beneficial variations are good due to the different design and context.,aug-33-3.png,chair,2009_000028.jpg
5,1.0,0.9,1.0,0.3,0.4,"The image is very similar to the reference with minor changes in color and slight variations in the environment. The visual fidelity and structural integrity are high, but the diversity and beneficial variations are low.",aug-33-4.png,chair,2009_000028.jpg
6,1.0,0.9,1.0,0.3,0.4,"The image is very similar to the reference with minor changes in color and slight variations in the environment. The visual fidelity and structural integrity are high, but the diversity and beneficial variations are low.",aug-33-5.png,chair,2009_000028.jpg
7,0.8,0.7,0.8,0.9,0.8,"The image maintains the core features of a chair but has a more ornate design. The visual quality is good, and the structure is intact. The diversity and beneficial variations are high due to the unique design and context.",aug-33-6.png,chair,2009_000028.jpg
8,0.7,0.6,0.7,0.8,0.7,"The image features chairs with a different design and background. The visual quality is decent, and the structure is mostly intact. The diversity and beneficial variations are good due to the different design and context.",aug-33-7.png,chair,2009_000028.jpg
9,0.9,0.8,0.9,0.7,0.8,The image shows a different type of chair in a more elaborate setting. The visual quality and structural integrity are high. The diversity and beneficial variations are good due to the different design and context.,aug-33-8.png,chair,2009_000028.jpg
10,0.8,0.7,0.8,0.9,0.8,"The image maintains the core features of a chair but has a more ornate design. The visual quality is good, and the structure is intact. The diversity and beneficial variations are high due to the unique design and context.",aug-33-9.png,chair,2009_000028.jpg
1,0.0,0.0,0.0,0.5,0.5,"The image depicts shoes, which are completely irrelevant to the class 'chair'.",aug-34-0.png,chair,2010_003925.jpg
2,1.0,1.0,1.0,0.8,0.8,"The image shows two chairs with different colors and designs, maintaining the class identity while introducing beneficial variations.",aug-34-1.png,chair,2010_003925.jpg
3,1.0,1.0,1.0,0.8,0.8,"The image shows two chairs in a different setting, maintaining the class identity while introducing beneficial variations.",aug-34-2.png,chair,2010_003925.jpg
4,1.0,1.0,1.0,0.9,0.9,"The image shows multiple chairs with different designs and colors, maintaining the class identity while introducing beneficial variations.",aug-34-3.png,chair,2010_003925.jpg
5,0.0,0.0,0.0,0.5,0.5,"The image depicts a cat, which is completely irrelevant to the class 'chair'.",aug-34-4.png,chair,2010_003925.jpg
6,1.0,0.9,0.9,0.7,0.7,"The image shows a chair with a different angle and design, maintaining the class identity while introducing beneficial variations.",aug-34-5.png,chair,2010_003925.jpg
7,1.0,0.9,0.9,0.7,0.7,"The image shows a chair with a different angle and design, maintaining the class identity while introducing beneficial variations.",aug-34-6.png,chair,2010_003925.jpg
8,0.0,0.0,0.0,0.5,0.5,"The image depicts shoes, which are completely irrelevant to the class 'chair'.",aug-34-7.png,chair,2010_003925.jpg
9,0.0,0.0,0.0,0.5,0.5,"The image depicts shoes, which are completely irrelevant to the class 'chair'.",aug-34-8.png,chair,2010_003925.jpg
10,0.0,0.0,0.0,0.5,0.5,"The image depicts shoes, which are completely irrelevant to the class 'chair'.",aug-34-9.png,chair,2010_003925.jpg
1,0.8,0.7,0.9,0.6,0.7,"The image maintains the core features of a chair but includes some decorative elements that slightly distract from the main class. The visual quality is good, but the context is somewhat unusual.",aug-32-0.png,chair,2011_002709.jpg
2,0.5,0.4,0.6,0.7,0.5,"The image shows a structure that could be interpreted as a chair, but the context and additional elements make it less clear. The visual quality is moderate, and the structure is somewhat maintained.",aug-32-1.png,chair,2011_002709.jpg
3,0.9,0.8,0.9,0.7,0.8,The image clearly represents chairs with good visual quality and structural integrity. The decorative elements add diversity without compromising the class identity.,aug-32-2.png,chair,2011_002709.jpg
4,0.8,0.7,0.8,0.6,0.7,"The image maintains the core features of chairs but includes some decorative elements that slightly distract from the main class. The visual quality is good, but the context is somewhat unusual.",aug-32-3.png,chair,2011_002709.jpg
5,0.7,0.6,0.7,0.6,0.6,"The image shows chairs with some decorative elements that make the class less clear. The visual quality is moderate, and the structure is somewhat maintained.",aug-32-4.png,chair,2011_002709.jpg
6,0.6,0.5,0.6,0.7,0.6,"The image shows chairs with some unusual elements that make the class less clear. The visual quality is moderate, and the structure is somewhat maintained.",aug-32-5.png,chair,2011_002709.jpg
7,0.4,0.3,0.5,0.7,0.5,"The image shows a distorted structure that could be interpreted as chairs, but the context and additional elements make it less clear. The visual quality is low, and the structure is somewhat maintained.",aug-32-6.png,chair,2011_002709.jpg
8,0.3,0.2,0.4,0.6,0.4,"The image shows a structure that is difficult to interpret as a chair. The visual quality is low, and the structure is poorly maintained.",aug-32-7.png,chair,2011_002709.jpg
9,0.3,0.2,0.4,0.6,0.4,"The image shows a structure that is difficult to interpret as a chair. The visual quality is low, and the structure is poorly maintained.",aug-32-8.png,chair,2011_002709.jpg
10,0.5,0.4,0.6,0.7,0.5,"The image shows a structure that could be interpreted as chairs, but the context and additional elements make it less clear. The visual quality is moderate, and the structure is somewhat maintained.",aug-32-9.png,chair,2011_002709.jpg
1,0.2,0.1,0.1,0.8,0.5,"The image is heavily distorted with features that do not resemble a cow. The visual fidelity is poor, and the structure is not maintained. However, it introduces significant diversity and some beneficial variations.",aug-37-0.png,cow,2007_005797.jpg
2,0.2,0.2,0.2,0.7,0.4,"The image is distorted and does not clearly represent a cow. The visual fidelity and structural integrity are low, but it introduces some diversity and beneficial variations.",aug-37-1.png,cow,2007_005797.jpg
3,0.9,0.8,0.9,0.3,0.4,"This image closely resembles the reference image with good visual fidelity and structural integrity. However, it lacks diversity and beneficial variations.",aug-37-2.png,cow,2007_005797.jpg
4,0.3,0.3,0.3,0.7,0.5,"The image is distorted and does not clearly represent a cow. The visual fidelity and structural integrity are low, but it introduces some diversity and beneficial variations.",aug-37-3.png,cow,2007_005797.jpg
5,0.2,0.2,0.2,0.8,0.5,"The image is heavily distorted with features that do not resemble a cow. The visual fidelity is poor, and the structure is not maintained. However, it introduces significant diversity and some beneficial variations.",aug-37-4.png,cow,2007_005797.jpg
6,0.1,0.1,0.1,0.9,0.6,"The image is heavily distorted and does not resemble a cow. The visual fidelity and structural integrity are very low, but it introduces significant diversity and some beneficial variations.",aug-37-5.png,cow,2007_005797.jpg
7,0.1,0.1,0.1,0.9,0.6,"The image is heavily distorted and does not resemble a cow. The visual fidelity and structural integrity are very low, but it introduces significant diversity and some beneficial variations.",aug-37-6.png,cow,2007_005797.jpg
8,0.9,0.8,0.9,0.3,0.4,"This image closely resembles the reference image with good visual fidelity and structural integrity. However, it lacks diversity and beneficial variations.",aug-37-7.png,cow,2007_005797.jpg
9,0.9,0.8,0.9,0.3,0.4,"This image closely resembles the reference image with good visual fidelity and structural integrity. However, it lacks diversity and beneficial variations.",aug-37-8.png,cow,2007_005797.jpg
10,0.2,0.2,0.2,0.8,0.5,"The image is heavily distorted with features that do not resemble a cow. The visual fidelity is poor, and the structure is not maintained. However, it introduces significant diversity and some beneficial variations.",aug-37-9.png,cow,2007_005797.jpg
1,0.0,0.2,0.0,0.8,0.5,"The image depicts a dog-like creature, not a cow. While it is clear and well-formed, it does not represent the cow class at all.",aug-39-0.png,cow,2009_001104.jpg
2,0.0,0.3,0.0,0.8,0.5,"The image shows a dog-like creature with some cow features, but it is not a clear representation of a cow. The image is clear but not relevant to the cow class.",aug-39-1.png,cow,2009_001104.jpg
3,0.0,0.2,0.0,0.8,0.5,"The image depicts a dog-like creature, not a cow. It is clear but does not represent the cow class.",aug-39-2.png,cow,2009_001104.jpg
4,0.8,0.7,0.8,0.5,0.6,The image shows a cow with some distortions. It maintains the core features and structure of a cow but has some visual artifacts.,aug-39-3.png,cow,2009_001104.jpg
5,0.0,0.1,0.0,0.9,0.4,The image does not depict a cow at all. It is just a field with no relevant features.,aug-39-4.png,cow,2009_001104.jpg
6,0.5,0.5,0.5,0.6,0.5,The image shows a cow with some distortions. It maintains some features of a cow but has significant visual artifacts.,aug-39-5.png,cow,2009_001104.jpg
7,0.0,0.2,0.0,0.8,0.5,"The image depicts a dog-like creature, not a cow. It is clear but does not represent the cow class.",aug-39-6.png,cow,2009_001104.jpg
8,0.0,0.2,0.0,0.8,0.5,"The image depicts a dog-like creature, not a cow. It is clear but does not represent the cow class.",aug-39-7.png,cow,2009_001104.jpg
9,0.0,0.2,0.0,0.8,0.5,"The image depicts a dog-like creature, not a cow. It is clear but does not represent the cow class.",aug-39-8.png,cow,2009_001104.jpg
10,0.0,0.2,0.0,0.8,0.5,"The image depicts a dog-like creature, not a cow. It is clear but does not represent the cow class.",aug-39-9.png,cow,2009_001104.jpg
1,0.8,0.7,0.8,0.3,0.4,"The image maintains the core features and structure of cows, but the visual fidelity is slightly lower due to some blurriness. There is some diversity, but not significant.",aug-38-0.png,cow,2009_002912.jpg
2,0.3,0.4,0.3,0.7,0.6,"The image has significant alterations making the cows look like haystacks, which affects class representation and structural integrity. However, it introduces high diversity and beneficial variations.",aug-38-1.png,cow,2009_002912.jpg
3,0.8,0.7,0.8,0.3,0.4,"Similar to the first augmented image, this one maintains the core features and structure of cows but has slight visual fidelity issues. Diversity and beneficial variations are moderate.",aug-38-2.png,cow,2009_002912.jpg
4,0.3,0.4,0.3,0.7,0.6,"This image also makes the cows look like haystacks, affecting class representation and structural integrity. It introduces high diversity and beneficial variations.",aug-38-3.png,cow,2009_002912.jpg
5,0.8,0.7,0.8,0.3,0.4,Maintains the core features and structure of cows with slight visual fidelity issues. Diversity and beneficial variations are moderate.,aug-38-4.png,cow,2009_002912.jpg
6,0.8,0.7,0.8,0.3,0.4,"Similar to other cow images, this one maintains the core features and structure but has slight visual fidelity issues. Diversity and beneficial variations are moderate.",aug-38-5.png,cow,2009_002912.jpg
7,0.8,0.7,0.8,0.3,0.4,Maintains the core features and structure of cows with slight visual fidelity issues. Diversity and beneficial variations are moderate.,aug-38-6.png,cow,2009_002912.jpg
8,0.2,0.3,0.2,0.8,0.7,"The image is highly distorted and does not clearly represent cows, affecting class representation and structural integrity. However, it introduces high diversity and beneficial variations.",aug-38-7.png,cow,2009_002912.jpg
9,0.3,0.4,0.3,0.7,0.6,"This image makes the cows look like haystacks, affecting class representation and structural integrity. It introduces high diversity and beneficial variations.",aug-38-8.png,cow,2009_002912.jpg
10,0.3,0.4,0.3,0.7,0.6,"Similar to other haystack-like images, this one affects class representation and structural integrity but introduces high diversity and beneficial variations.",aug-38-9.png,cow,2009_002912.jpg
1,0.0,0.0,0.0,0.0,0.0,The image does not contain any cows or relevant features. It is a distorted field with no identifiable elements of the cow class.,aug-36-0.png,cow,2011_001653.jpg
2,1.0,0.9,1.0,0.1,0.2,The image is very similar to the reference with minor variations. It maintains the core features and structure of cows but lacks significant diversity.,aug-36-1.png,cow,2011_001653.jpg
3,0.7,0.6,0.7,0.5,0.5,"The image has some distortions and artifacts, but cows are still recognizable. There is moderate diversity and beneficial variations.",aug-36-2.png,cow,2011_001653.jpg
4,0.5,0.5,0.5,0.6,0.6,"The image contains significant distortions, making it harder to identify cows. However, it introduces some diversity and variations.",aug-36-3.png,cow,2011_001653.jpg
5,0.3,0.4,0.4,0.7,0.7,"The image is heavily distorted, and cows are barely recognizable. It introduces high diversity and variations but at the cost of class representation.",aug-36-4.png,cow,2011_001653.jpg
6,0.9,0.8,0.9,0.3,0.4,The image is similar to the reference with minor variations. It maintains the core features and structure of cows but lacks significant diversity.,aug-36-5.png,cow,2011_001653.jpg
7,0.2,0.3,0.3,0.8,0.8,"The image is heavily distorted, and cows are not easily recognizable. It introduces high diversity and variations but at the cost of class representation.",aug-36-6.png,cow,2011_001653.jpg
8,0.4,0.5,0.5,0.6,0.6,"The image contains significant distortions, making it harder to identify cows. However, it introduces some diversity and variations.",aug-36-7.png,cow,2011_001653.jpg
9,0.1,0.2,0.2,0.9,0.9,"The image is heavily distorted, and cows are barely recognizable. It introduces high diversity and variations but at the cost of class representation.",aug-36-8.png,cow,2011_001653.jpg
10,0.8,0.7,0.8,0.4,0.5,The image is similar to the reference with minor variations. It maintains the core features and structure of cows but lacks significant diversity.,aug-36-9.png,cow,2011_001653.jpg
1,0.3,0.6,0.5,0.8,0.7,"The image shows a child with a plate, which is somewhat relevant to dining, but the context is different from the reference image.",aug-40-0.png,dining table,2008_002960.jpg
2,0.9,0.9,0.9,0.2,0.3,"The image is very similar to the reference image, maintaining high class representation and visual fidelity, but lacks diversity and beneficial variations.",aug-40-1.png,dining table,2008_002960.jpg
3,0.4,0.7,0.6,0.7,0.6,"The image shows a plate on a wooden structure, which is somewhat relevant to dining, but the context is different from the reference image.",aug-40-2.png,dining table,2008_002960.jpg
4,0.9,0.9,0.9,0.2,0.3,"The image is very similar to the reference image, maintaining high class representation and visual fidelity, but lacks diversity and beneficial variations.",aug-40-3.png,dining table,2008_002960.jpg
5,0.9,0.9,0.9,0.2,0.3,"The image is very similar to the reference image, maintaining high class representation and visual fidelity, but lacks diversity and beneficial variations.",aug-40-4.png,dining table,2008_002960.jpg
6,0.5,0.6,0.6,0.7,0.6,"The image shows a child with a plate, which is somewhat relevant to dining, but the context is different from the reference image.",aug-40-5.png,dining table,2008_002960.jpg
7,0.5,0.6,0.6,0.7,0.6,"The image shows a child with a plate, which is somewhat relevant to dining, but the context is different from the reference image.",aug-40-6.png,dining table,2008_002960.jpg
8,0.4,0.7,0.6,0.7,0.6,"The image shows a plate on a wooden structure, which is somewhat relevant to dining, but the context is different from the reference image.",aug-40-7.png,dining table,2008_002960.jpg
9,0.6,0.8,0.7,0.8,0.7,"The image shows a person and a child with dining items, which is relevant to dining, but the context is different from the reference image.",aug-40-8.png,dining table,2008_002960.jpg
10,0.4,0.7,0.6,0.7,0.6,"The image shows plates on a wooden structure, which is somewhat relevant to dining, but the context is different from the reference image.",aug-40-9.png,dining table,2008_002960.jpg
1,1.0,0.9,1.0,0.2,0.3,The image is very similar to the reference with minor changes in lighting and angle. It maintains the class representation and structural integrity well but lacks diversity and beneficial variations.,aug-42-0.png,dining table,2009_001095.jpg
2,1.0,0.9,1.0,0.2,0.3,Similar to the reference image with slight changes in lighting and angle. Maintains class representation and structural integrity but lacks diversity and beneficial variations.,aug-42-1.png,dining table,2009_001095.jpg
3,0.3,0.5,0.4,0.8,0.7,"The image shows a different setting with food items on a wooden structure, which deviates from the dining table class. It introduces diversity and beneficial variations but loses class representation and structural integrity.",aug-42-2.png,dining table,2009_001095.jpg
4,0.2,0.4,0.3,0.8,0.7,"The image depicts a different setting with food items on a wooden structure, deviating from the dining table class. It introduces diversity and beneficial variations but loses class representation and structural integrity.",aug-42-3.png,dining table,2009_001095.jpg
5,0.8,0.8,0.9,0.5,0.6,"The image shows a small dining table with different items, maintaining class representation and structural integrity. It introduces some diversity and beneficial variations.",aug-42-4.png,dining table,2009_001095.jpg
6,0.7,0.7,0.8,0.6,0.7,"The image shows a dining table with various items, maintaining class representation and structural integrity. It introduces diversity and beneficial variations.",aug-42-5.png,dining table,2009_001095.jpg
7,1.0,0.9,1.0,0.2,0.3,The image is very similar to the reference with minor changes in lighting and angle. It maintains the class representation and structural integrity well but lacks diversity and beneficial variations.,aug-42-6.png,dining table,2009_001095.jpg
8,0.4,0.5,0.5,0.7,0.6,"The image shows a different setting with items on a wooden structure, deviating from the dining table class. It introduces diversity and beneficial variations but loses class representation and structural integrity.",aug-42-7.png,dining table,2009_001095.jpg
9,1.0,0.9,1.0,0.2,0.3,The image is very similar to the reference with minor changes in lighting and angle. It maintains the class representation and structural integrity well but lacks diversity and beneficial variations.,aug-42-8.png,dining table,2009_001095.jpg
10,0.5,0.6,0.6,0.7,0.7,"The image shows a different setting with items on a wooden structure, deviating from the dining table class. It introduces diversity and beneficial variations but loses class representation and structural integrity.",aug-42-9.png,dining table,2009_001095.jpg
1,0.5,0.7,0.6,0.8,0.7,"The image shows a table with a cup, but the setting is outdoors, which is less typical for a dining table. The table structure is different from the reference.",aug-41-0.png,dining table,2010_002418.jpg
2,0.4,0.6,0.5,0.7,0.6,"The image shows a table with a cup, but the lighting and setting are quite different from the reference. The table structure is also different.",aug-41-1.png,dining table,2010_002418.jpg
3,0.6,0.8,0.7,0.8,0.8,"The image shows a table with bowls, but the lighting and shadows are quite strong. The table structure is different but still recognizable.",aug-41-2.png,dining table,2010_002418.jpg
4,0.4,0.5,0.5,0.7,0.6,"The image shows a table with plates, but the setting and structure are quite different from the reference. The image is also slightly blurry.",aug-41-3.png,dining table,2010_002418.jpg
5,0.7,0.8,0.8,0.9,0.8,"The image shows a table with various dishes, which is relevant to the dining table class. The setting is different but still appropriate.",aug-41-4.png,dining table,2010_002418.jpg
6,0.3,0.4,0.4,0.6,0.5,"The image includes a person and a table with food, but the focus is not on the table. The structure and setting are quite different from the reference.",aug-41-5.png,dining table,2010_002418.jpg
7,0.5,0.7,0.6,0.8,0.7,"The image shows a table with a bowl and utensils, but the setting is outdoors. The table structure is different but still recognizable.",aug-41-6.png,dining table,2010_002418.jpg
8,0.4,0.6,0.5,0.7,0.6,"The image shows a table with food, but the setting and structure are quite different from the reference. The image is also slightly blurry.",aug-41-7.png,dining table,2010_002418.jpg
9,0.5,0.7,0.6,0.8,0.7,"The image shows a table with food, but the setting is outdoors. The table structure is different but still recognizable.",aug-41-8.png,dining table,2010_002418.jpg
10,0.9,0.9,0.9,0.9,0.9,The image closely resembles the reference with slight variations in lighting and color. The setting and structure are very similar to the reference.,aug-41-9.png,dining table,2010_002418.jpg
1,0.5,0.7,0.6,0.8,0.7,"The image shows a table with food, but the table design and setting are quite different from the reference. The visual quality is good, but the structural integrity is somewhat compromised.",aug-43-0.png,dining table,2011_000573.jpg
2,0.4,0.6,0.5,0.7,0.6,"The table is present but partially obscured by objects. The setting is different, and the visual quality is moderate. The structure is somewhat maintained.",aug-43-1.png,dining table,2011_000573.jpg
3,0.5,0.7,0.6,0.8,0.7,"The image shows a table with food, but the table design and setting are quite different from the reference. The visual quality is good, but the structural integrity is somewhat compromised.",aug-43-2.png,dining table,2011_000573.jpg
4,0.3,0.5,0.4,0.6,0.5,"The image includes a table, but the presence of a child and the setting make it less relevant to the class. The visual quality is moderate, and the structure is somewhat distorted.",aug-43-3.png,dining table,2011_000573.jpg
5,0.2,0.4,0.3,0.5,0.4,"The image does not clearly represent a dining table. The visual quality is low, and the structure is significantly different from the reference.",aug-43-4.png,dining table,2011_000573.jpg
6,0.1,0.3,0.2,0.4,0.3,"The image lacks clear representation of a dining table. The visual quality is poor, and the structure is highly distorted.",aug-43-5.png,dining table,2011_000573.jpg
7,0.6,0.8,0.7,0.9,0.8,"The image shows a table with food, maintaining good visual quality and structural integrity. The setting is different, providing beneficial variations.",aug-43-6.png,dining table,2011_000573.jpg
8,0.3,0.5,0.4,0.6,0.5,"The image includes a table, but the presence of a child and the setting make it less relevant to the class. The visual quality is moderate, and the structure is somewhat distorted.",aug-43-7.png,dining table,2011_000573.jpg
9,0.4,0.6,0.5,0.7,0.6,"The table is present but partially obscured by objects. The setting is different, and the visual quality is moderate. The structure is somewhat maintained.",aug-43-8.png,dining table,2011_000573.jpg
10,0.5,0.7,0.6,0.8,0.7,"The image shows a table with food, but the table design and setting are quite different from the reference. The visual quality is good, but the structural integrity is somewhat compromised.",aug-43-9.png,dining table,2011_000573.jpg
1,0.8,0.7,0.9,0.6,0.7,"The image maintains the core features of a dog, but the breed is different. The visual quality is good, but the context is slightly different. The structure is well-maintained, and there is moderate diversity and beneficial variation.",aug-46-0.png,dog,2007_001397.jpg
2,0.8,0.7,0.9,0.6,0.7,"Similar to the first augmented image, this one maintains the core features of a dog but is of a different breed. The visual quality and context are good, with well-maintained structure and moderate diversity and beneficial variation.",aug-46-1.png,dog,2007_001397.jpg
3,0.8,0.7,0.9,0.6,0.7,"This image also maintains the core features of a dog but is of a different breed. The visual quality and context are good, with well-maintained structure and moderate diversity and beneficial variation.",aug-46-2.png,dog,2007_001397.jpg
4,0.8,0.7,0.9,0.6,0.7,"The image maintains the core features of a dog but is of a different breed. The visual quality and context are good, with well-maintained structure and moderate diversity and beneficial variation.",aug-46-3.png,dog,2007_001397.jpg
5,0.8,0.7,0.9,0.6,0.7,"This image maintains the core features of a dog but is of a different breed. The visual quality and context are good, with well-maintained structure and moderate diversity and beneficial variation.",aug-46-4.png,dog,2007_001397.jpg
6,0.8,0.7,0.9,0.6,0.7,"The image maintains the core features of a dog but is of a different breed. The visual quality and context are good, with well-maintained structure and moderate diversity and beneficial variation.",aug-46-5.png,dog,2007_001397.jpg
7,0.8,0.7,0.9,0.6,0.7,"This image maintains the core features of a dog but is of a different breed. The visual quality and context are good, with well-maintained structure and moderate diversity and beneficial variation.",aug-46-6.png,dog,2007_001397.jpg
8,0.8,0.7,0.9,0.6,0.7,"The image maintains the core features of a dog but is of a different breed. The visual quality and context are good, with well-maintained structure and moderate diversity and beneficial variation.",aug-46-7.png,dog,2007_001397.jpg
9,0.8,0.7,0.9,0.6,0.7,"This image maintains the core features of a dog but is of a different breed. The visual quality and context are good, with well-maintained structure and moderate diversity and beneficial variation.",aug-46-8.png,dog,2007_001397.jpg
10,0.8,0.7,0.9,0.6,0.7,"The image maintains the core features of a dog but is of a different breed. The visual quality and context are good, with well-maintained structure and moderate diversity and beneficial variation.",aug-46-9.png,dog,2007_001397.jpg
1,0.9,0.8,0.9,0.7,0.8,"The image maintains the core features of dogs, but the visual fidelity is slightly reduced due to some artifacts. The structure is mostly intact, and there is a good amount of diversity and beneficial variations.",aug-47-0.png,dog,2009_001885.jpg
2,0.7,0.7,0.8,0.6,0.7,"The image still represents dogs but with some distortions. Visual fidelity is decent, and the structure is mostly preserved. There is moderate diversity and beneficial variations.",aug-47-1.png,dog,2009_001885.jpg
3,0.6,0.6,0.7,0.5,0.6,"The image has noticeable distortions affecting class representation and visual fidelity. The structure is somewhat maintained, with moderate diversity and beneficial variations.",aug-47-2.png,dog,2009_001885.jpg
4,0.8,0.7,0.8,0.7,0.8,"The image maintains the core features of dogs with some artifacts. The structure is mostly intact, and there is a good amount of diversity and beneficial variations.",aug-47-3.png,dog,2009_001885.jpg
5,0.7,0.7,0.8,0.6,0.7,"The image still represents dogs but with some distortions. Visual fidelity is decent, and the structure is mostly preserved. There is moderate diversity and beneficial variations.",aug-47-4.png,dog,2009_001885.jpg
6,0.7,0.7,0.8,0.6,0.7,"The image still represents dogs but with some distortions. Visual fidelity is decent, and the structure is mostly preserved. There is moderate diversity and beneficial variations.",aug-47-5.png,dog,2009_001885.jpg
